video_id,channel_id,channel_name,tier,title,published_at,duration_sec,view_count,like_count,comment_count,comments_disabled,engagement_rate,duration_min,duration_bucket,publish_year,publish_month,days_since_publish,views_per_day,subscriber_count,total_view_count,channel_created_at
rkVhh2ZI4QI,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,"The Choosing of the Houses at Gowpenny (""Misfits and Magic"" Clip)",2021-12-07 18:00:21+00:00,786,263554,9710,404,False,0.0383754372917884,13.1,under_60,2021,2021-12,1580,166.81,1110000,179657903,2019-06-10 19:58:12+00:00
HuMbE1G2O2c,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,A Heaping Helping of Trouble (Ep. 1) | Pirates of Leviathan [Full Episode],2021-11-16 18:30:18+00:00,8584,88673,2725,185,False,0.0328172047861243,143.1,120_to_180,2021,2021-11,1601,55.39,1110000,179657903,2019-06-10 19:58:12+00:00
q3XzygqSIEs,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,"Laertes Accidentally Eats Candyheart (""The Seven"" Clip)",2021-11-02 17:00:25+00:00,613,187916,6283,213,False,0.034568637050597,10.2,under_60,2021,2021-11,1615,116.36,1110000,179657903,2019-06-10 19:58:12+00:00
-Ho5CdsUIQc,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Fall of New York City (Ep. 1) | Unsleeping City Season 2 [Full Episode],2021-10-26 17:31:01+00:00,9585,388535,8713,669,False,0.0241471167333702,159.8,120_to_180,2021,2021-10,1622,239.54,1110000,179657903,2019-06-10 19:58:12+00:00
9_LkwjqQ_mo,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Party of Seven (Ep. 1) | The Seven [Full Episode],2021-09-21 17:30:00+00:00,9543,608578,15207,870,False,0.0264173203763527,159.0,120_to_180,2021,2021-09,1657,367.28,1110000,179657903,2019-06-10 19:58:12+00:00
_GX8075fX3k,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,It Was a Dark and Stormy Night (Ep. 1) | Mice and Murder [Full Episode],2021-08-24 17:30:02+00:00,6358,263319,7544,474,False,0.0304497586577497,106.0,60_to_120,2021,2021-08,1685,156.27,1110000,179657903,2019-06-10 19:58:12+00:00
C1VffF1Z5-Y,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Chosen Ones (Ep. 1) | Misfits and Magic [Full Episode],2021-07-27 17:30:00+00:00,8993,2298087,65958,4039,False,0.0304588120467153,149.9,120_to_180,2021,2021-07,1713,1341.56,1110000,179657903,2019-06-10 19:58:12+00:00
T6xo_NBrD04,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Making Dinner For Friends (with Eric Silver) | Adventuring Academy Season 3 | Ep. 6,2021-05-10 23:00:15+00:00,5658,24382,502,53,False,0.0227626937905011,94.3,60_to_120,2021,2021-05,1791,13.61,1110000,179657903,2019-06-10 19:58:12+00:00
TxfRIOhElsw,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Give People More Room (with Diana Gaeta) | Adventuring Academy Season 3 | Ep. 5,2021-04-26 17:30:03+00:00,5042,16457,476,56,False,0.0323266695023394,84.0,60_to_120,2021,2021-04,1805,9.12,1110000,179657903,2019-06-10 19:58:12+00:00
aVhGSz_sbiI,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Conflict Resolution (with LaTia Jacquise) | Adventuring Academy Season 3 | Ep. 4,2021-04-12 23:00:00+00:00,5570,11749,344,40,False,0.0326836326495872,92.8,60_to_120,2021,2021-04,1819,6.46,1110000,179657903,2019-06-10 19:58:12+00:00
aq7PluF6EUQ,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Represent (with Daniel Kwan) | Adventuring Academy Season 3 | Ep. 3,2021-03-29 23:00:01+00:00,5301,14549,444,31,False,0.0326482919788301,88.4,60_to_120,2021,2021-03,1833,7.94,1110000,179657903,2019-06-10 19:58:12+00:00
KwBosPZkUDk,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,What Does 'Ready' Mean? (with Zac Oyama) | Adventuring Academy Season 3 | Ep. 2,2021-03-15 23:00:10+00:00,5525,87727,2528,238,False,0.0315296316983368,92.1,60_to_120,2021,2021-03,1847,47.5,1110000,179657903,2019-06-10 19:58:12+00:00
Sao9SUs_rqQ,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Artwork is 360 Degrees (with Carlos Luna) | Adventuring Academy Season 3 | Ep. 1,2021-03-02 00:00:12+00:00,5875,18071,633,69,False,0.0388467710696696,97.9,60_to_120,2021,2021-03,1861,9.71,1110000,179657903,2019-06-10 19:58:12+00:00
ICXN0K2X3C8,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,You've Been Called (with Dael Kingsmill) | Adventuring Academy Season 2 | Ep. 20,2021-01-26 00:00:06+00:00,5596,46959,1947,192,False,0.0455503737302753,93.3,60_to_120,2021,2021-01,1896,24.77,1110000,179657903,2019-06-10 19:58:12+00:00
A0Ynnz0Yfas,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Sincerity Is the Key (with Travis McElroy) | Adventuring Academy Season 2 | Ep. 19,2021-01-19 00:00:01+00:00,5582,45720,1308,110,False,0.0310148731408573,93.0,60_to_120,2021,2021-01,1903,24.03,1110000,179657903,2019-06-10 19:58:12+00:00
fIyYnfQsB7A,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Shout Out To Fluff (with Griffin McElroy) | Adventuring Academy Season 2 | Ep. 18,2021-01-12 00:00:21+00:00,5457,100616,3189,232,False,0.0340005565715194,91.0,60_to_120,2021,2021-01,1910,52.68,1110000,179657903,2019-06-10 19:58:12+00:00
axFT5zXjgWg,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Grand Design (with Gabriel Hicks) | Adventuring Academy Season 2 | Ep. 17,2021-01-05 00:00:00+00:00,5417,19432,764,42,False,0.0414779744750926,90.3,60_to_120,2021,2021-01,1917,10.14,1110000,179657903,2019-06-10 19:58:12+00:00
4IbVxEKpipo,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Animating Your Table (with Benjamin Scott) | Adventuring Academy Season 2 | Ep. 16,2020-12-29 00:00:01+00:00,5058,16028,639,64,False,0.0438607436985275,84.3,60_to_120,2020,2020-12,1924,8.33,1110000,179657903,2019-06-10 19:58:12+00:00
RcvVO3xd-po,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Unsleeping City | Season 1 | Ep. 17 | Times Squaremageddon Pt. 2,2020-12-25 20:00:03+00:00,7321,630581,19923,1348,False,0.033732383309995,122.0,120_to_180,2020,2020-12,1927,327.23,1110000,179657903,2019-06-10 19:58:12+00:00
ZVlovzM92lY,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Chasing Noises (with Becca Scott) | Adventuring Academy Season 2 | Ep. 15,2020-12-22 00:00:06+00:00,5618,41005,1055,59,False,0.0271674186074868,93.6,60_to_120,2020,2020-12,1931,21.24,1110000,179657903,2019-06-10 19:58:12+00:00
WfM1isoVe8U,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Unsleeping City | Season 1 | Ep. 16 | Times Squaremageddon,2020-12-18 20:00:06+00:00,8281,810966,16157,1035,False,0.0211994090997649,138.0,120_to_180,2020,2020-12,1934,419.32,1110000,179657903,2019-06-10 19:58:12+00:00
qoJxgs707Ao,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Control the Narrative (with Jasmine Bhullar) | Adventuring Academy Season 2 | Ep. 14,2020-12-15 00:00:13+00:00,5333,28423,949,85,False,0.0363789888470604,88.9,60_to_120,2020,2020-12,1938,14.67,1110000,179657903,2019-06-10 19:58:12+00:00
8rz--KiKHYU,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Unsleeping City | Season 1 | Ep. 15 | Hall of Heroes,2020-12-11 20:00:30+00:00,7180,767760,16604,1086,False,0.0230410544961967,119.7,60_to_120,2020,2020-12,1941,395.55,1110000,179657903,2019-06-10 19:58:12+00:00
9rEtK9ucKGM,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Story of Now (with Deborah Ann Woll) | Adventuring Academy Season 2 | Ep. 13,2020-12-08 00:00:02+00:00,6534,133982,3929,271,False,0.0313474944395515,108.9,60_to_120,2020,2020-12,1945,68.89,1110000,179657903,2019-06-10 19:58:12+00:00
3HzN11pnXdw,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Unsleeping City | Season 1 | Ep. 14 | Showdown at the Stock Exchange,2020-12-04 20:00:01+00:00,9367,962863,17437,1414,False,0.0195780708158896,156.1,120_to_180,2020,2020-12,1948,494.28,1110000,179657903,2019-06-10 19:58:12+00:00
_Hpzr8XnNLg,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,An IRL Paladin (with Tanya DePass) | Adventuring Academy Season 2 | Ep. 12,2020-12-01 00:00:05+00:00,5659,12014,412,37,False,0.0373730647577825,94.3,60_to_120,2020,2020-12,1952,6.15,1110000,179657903,2019-06-10 19:58:12+00:00
GRjDgEXTrB0,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Faeries and Fathers (Ep. 13) | The Unsleeping City,2020-11-27 20:00:04+00:00,8179,872401,18617,1116,False,0.0226191854433912,136.3,120_to_180,2020,2020-11,1955,446.24,1110000,179657903,2019-06-10 19:58:12+00:00
9NT8dMu3cug,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,"Meet Cody ""Night Angel"" Walsh (The Unsleeping City 2 Clip)",2020-11-25 20:00:03+00:00,609,95866,2784,179,False,0.0309077253666576,10.2,under_60,2020,2020-11,1957,48.99,1110000,179657903,2019-06-10 19:58:12+00:00
5zinXDTd7wI,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Story Pirates Reunited (with Branson Reese) | Adventuring Academy Season 2 | Ep. 11,2020-11-24 00:00:01+00:00,5600,18163,491,29,False,0.0286296316687771,93.3,60_to_120,2020,2020-11,1959,9.27,1110000,179657903,2019-06-10 19:58:12+00:00
54SgvyoOI2I,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Unsleeping City | Season 1 | Ep. 12 | Broadway Brawl,2020-11-20 20:01:26+00:00,7592,839840,18001,1045,False,0.0226781291674604,126.5,120_to_180,2020,2020-11,1962,428.05,1110000,179657903,2019-06-10 19:58:12+00:00
6EPXXXVvZFM,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Pete Meets Dee (The Unsleeping City 2 Clip),2020-11-18 21:30:01+00:00,354,29869,1495,100,False,0.0533998459941745,5.9,under_60,2020,2020-11,1964,15.21,1110000,179657903,2019-06-10 19:58:12+00:00
VCxMOrJS1TA,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Leave the Table Better Than You Found It (with Honey and Dice) | Adventuring Academy | Ep. 10,2020-11-17 00:00:08+00:00,6092,15572,503,32,False,0.0343565373747752,101.5,60_to_120,2020,2020-11,1966,7.92,1110000,179657903,2019-06-10 19:58:12+00:00
deJ-bNFYVe4,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Home for the Holidays (Ep. 11) | The Unsleeping City,2020-11-13 20:08:24+00:00,7421,951976,19972,1279,False,0.0223230417573552,123.7,120_to_180,2020,2020-11,1969,483.48,1110000,179657903,2019-06-10 19:58:12+00:00
c0Vbw86_aBw,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,No Introduction Needed (with Emily Axford) | Adventuring Academy Season 2 | Ep. 9,2020-11-10 00:00:03+00:00,5959,306314,7604,344,False,0.0259472306195603,99.3,60_to_120,2020,2020-11,1973,155.25,1110000,179657903,2019-06-10 19:58:12+00:00
RsIuqJiZdnY,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Panic at the Art Show (Ep. 10) | The Unsleeping City,2020-11-06 20:00:04+00:00,8385,893633,19353,1211,False,0.0230116837672735,139.8,120_to_180,2020,2020-11,1976,452.24,1110000,179657903,2019-06-10 19:58:12+00:00
WQBJlI3VrVo,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Murph and Emily's Friend (with Caldwell Tanner) | Adventuring Academy Season 2 | Ep. 8,2020-11-03 00:00:04+00:00,5709,90038,2310,179,False,0.0276438836935516,95.2,60_to_120,2020,2020-11,1980,45.47,1110000,179657903,2019-06-10 19:58:12+00:00
22jrl5-8tNQ,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Borough of Dreams (Ep. 9) │ The Unsleeping City,2020-10-30 19:00:00+00:00,7291,992573,22460,1513,False,0.0241523797242117,121.5,120_to_180,2020,2020-10,1983,500.54,1110000,179657903,2019-06-10 19:58:12+00:00
9y2L6HCUzIU,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,"I'm Gonna Have To Prod You, Sparta-Style (with Alicia Marie) | Adventuring Academy Season 2 | Ep. 7",2020-10-26 23:00:02+00:00,5727,17767,589,36,False,0.0351775764056959,95.4,60_to_120,2020,2020-10,1987,8.94,1110000,179657903,2019-06-10 19:58:12+00:00
MeC7Jhnb8cE,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Subway Skirmish (Ep. 8) | The Unsleeping City,2020-10-23 20:25:50+00:00,6757,854271,20377,1193,False,0.0252495987807147,112.6,60_to_120,2020,2020-10,1990,429.28,1110000,179657903,2019-06-10 19:58:12+00:00
BEeifDtn8K4,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,There Are Gray Areas In Life (with Orion Black) | Adventuring Academy Season 2 | Ep. 6,2020-10-19 23:00:01+00:00,5696,9347,361,39,False,0.0427944795121429,94.9,60_to_120,2020,2020-10,1994,4.69,1110000,179657903,2019-06-10 19:58:12+00:00
8n0PA87sugg,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,We Need to Talk About Pete (Ep. 7) | The Unsleeping City,2020-10-16 17:30:00+00:00,7342,1080180,22254,1312,False,0.0218167342479957,122.4,120_to_180,2020,2020-10,1997,540.9,1110000,179657903,2019-06-10 19:58:12+00:00
aZcJRQF6Iqk,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Fantasy Shapes Reality (with Jennifer Kretchmer) | Adventuring Academy Season 2 | Ep. 5,2020-10-12 23:00:01+00:00,5445,12466,416,43,False,0.0368201508102037,90.8,60_to_120,2020,2020-10,2001,6.23,1110000,179657903,2019-06-10 19:58:12+00:00
lfCb7uMW8JM,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The War of Bugs and Rats (Ep. 6) | The Unsleeping City,2020-10-09 19:00:07+00:00,6788,1020065,21187,1019,False,0.0217692009822903,113.1,60_to_120,2020,2020-10,2004,509.01,1110000,179657903,2019-06-10 19:58:12+00:00
twtdCPyH5FM,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Joy of Mistakes (with Kelly Lynne D'Angelo) | Adventuring Academy Season 2 | Ep. 4,2020-10-05 23:00:12+00:00,5758,19953,660,48,False,0.0354833859569989,96.0,60_to_120,2020,2020-10,2008,9.94,1110000,179657903,2019-06-10 19:58:12+00:00
uFrZM6A4t44,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,A New York Wedding (Ep. 5) | The Unsleeping City,2020-10-02 19:00:08+00:00,6511,1035612,23246,1201,False,0.0236063313287215,108.5,60_to_120,2020,2020-10,2011,514.97,1110000,179657903,2019-06-10 19:58:12+00:00
IivF9g1_5vI,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Bardic Inspiration (with Omega Jones) | Adventuring Academy Season 2 | Ep. 3,2020-09-28 23:00:03+00:00,5621,21289,692,56,False,0.0351355159941753,93.7,60_to_120,2020,2020-09,2015,10.57,1110000,179657903,2019-06-10 19:58:12+00:00
k8FPa4KjoUE,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Scramble in the Sewers (Ep. 4) | The Unsleeping City,2020-09-25 19:00:12+00:00,5361,947939,21809,742,False,0.0237895054428607,89.4,60_to_120,2020,2020-09,2018,469.74,1110000,179657903,2019-06-10 19:58:12+00:00
Y9v-pM2Wb6k,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,See Me In Six Months (with Aabria Iyengar) | Adventuring Academy | Season 2 | Ep. 2,2020-09-21 23:00:07+00:00,5464,68746,2087,117,False,0.0320600471300148,91.1,60_to_120,2020,2020-09,2022,34.0,1110000,179657903,2019-06-10 19:58:12+00:00
zme6xXL1WQ8,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Pigeon Plus Ones (Ep. 3 ) | The Unsleeping City [Full Episode],2020-09-18 19:00:09+00:00,6599,1210210,26769,1220,False,0.0231273911139389,110.0,60_to_120,2020,2020-09,2025,597.63,1110000,179657903,2019-06-10 19:58:12+00:00
WNX-PY7dL0w,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Balancing Comedy and Drama (with Freddie Wong) | Adventuring Academy Season 2 | Ep. 1,2020-09-14 23:00:03+00:00,4171,79104,2605,136,False,0.0346505865695792,69.5,60_to_120,2020,2020-09,2029,38.99,1110000,179657903,2019-06-10 19:58:12+00:00
uIxx5ID1BU8,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Mutant Santa Melee (Ep. 2) | The Unsleeping City,2020-09-11 19:01:26+00:00,5293,1280392,28744,1260,False,0.0234334485063949,88.2,60_to_120,2020,2020-09,2032,630.11,1110000,179657903,2019-06-10 19:58:12+00:00
pFioLFXI5rs,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Kugrash & Wally's Christmas Eve (The Unsleeping City Clip),2020-08-22 18:30:07+00:00,344,46798,2278,69,False,0.0501517158852942,5.7,under_60,2020,2020-08,2052,22.81,1110000,179657903,2019-06-10 19:58:12+00:00
8qQSTRWUlOs,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,An Evening with Bill Seacaster (Fantasy High Clip),2020-08-15 18:30:03+00:00,1199,157461,5389,248,False,0.0357993407891477,20.0,under_60,2020,2020-08,2059,76.47,1110000,179657903,2019-06-10 19:58:12+00:00
J95YSDxUiB8,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Don't Do Drugs - Unless You Need Them To Live (Tiny Heist Clip),2020-08-08 18:30:02+00:00,630,120409,3937,120,False,0.0336934946723251,10.5,under_60,2020,2020-08,2066,58.28,1110000,179657903,2019-06-10 19:58:12+00:00
2Q9U_J5hibA,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,A Crown of Candy Fan Art Montage,2020-08-06 02:35:54+00:00,1754,30092,1261,90,False,0.0448956533297886,29.2,under_60,2020,2020-08,2069,14.54,1110000,179657903,2019-06-10 19:58:12+00:00
x41lyAEvBiY,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Where's Your Bulb Now? (A Crown of Candy Clip),2020-08-01 18:30:04+00:00,551,440226,14236,367,False,0.0331715982245483,9.2,under_60,2020,2020-08,2073,212.36,1110000,179657903,2019-06-10 19:58:12+00:00
IzVzdoDl0ds,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Kiss (Fantasy High: Sophomore Year Clip),2020-07-18 18:30:01+00:00,478,217983,9187,383,False,0.0439025061587371,8.0,under_60,2020,2020-07,2087,104.45,1110000,179657903,2019-06-10 19:58:12+00:00
hsJP144e6No,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Worst Hospital Ever (Tiny Heist Clip),2020-07-11 18:30:08+00:00,457,151448,4494,112,False,0.0304130790766467,7.6,under_60,2020,2020-07,2094,72.32,1110000,179657903,2019-06-10 19:58:12+00:00
_wFnz6C47ag,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Best Nat 20s in Escape From the Bloodkeep (Compilation),2020-06-13 18:30:05+00:00,852,445913,11163,238,False,0.0255677677035654,14.2,under_60,2020,2020-06,2122,210.14,1110000,179657903,2019-06-10 19:58:12+00:00
OPN3Fr85n-8,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Dropout/Dimension 20 Bail Fund Live Stream - https://bit.ly/dropoutbailfunds,2020-06-04 03:42:26+00:00,14896,60239,2870,58,False,0.0486063845681369,248.3,180_plus,2020,2020-06,2131,28.27,1110000,179657903,2019-06-10 19:58:12+00:00
meShYZ61-Lo,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Power of Roleplaying (Adventuring Party Clip),2020-05-30 18:30:06+00:00,681,102105,5566,165,False,0.0561284951765339,11.4,under_60,2020,2020-05,2136,47.8,1110000,179657903,2019-06-10 19:58:12+00:00
zvl_A-foXAk,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Best Nat 20s in Fantasy High Season 1 (Compilation),2020-05-16 18:30:06+00:00,1005,981292,26000,614,False,0.0271213869062419,16.8,under_60,2020,2020-05,2150,456.41,1110000,179657903,2019-06-10 19:58:12+00:00
d5o1GMz8UVw,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Brennan Answers Your Most Important D20 Questions,2020-05-06 17:30:04+00:00,309,137166,6942,227,False,0.052265138591196,5.2,under_60,2020,2020-05,2160,63.5,1110000,179657903,2019-06-10 19:58:12+00:00
REnc_wXkHnc,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,There Is Strength in Sweetness (Ep. 1) | A Crown of Candy [Full Episode],2020-04-08 23:00:10+00:00,7272,1819575,34620,1603,False,0.0199073959578473,121.2,120_to_180,2020,2020-04,2188,831.62,1110000,179657903,2019-06-10 19:58:12+00:00
8OUNHM0dMZ8,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Tomb of Ultimate Evil [Full Episode] | Escape From the Bloodkeep Episode 6,2020-04-04 18:00:02+00:00,10746,1246991,22386,1433,False,0.0191011803613658,179.1,120_to_180,2020,2020-04,2192,568.88,1110000,179657903,2019-06-10 19:58:12+00:00
gI97DnPg3Yg,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Dimension 20 Fans Are The Best (Fireside Chat Clip),2020-03-29 18:00:07+00:00,416,48095,2247,89,False,0.0485705374779083,6.9,under_60,2020,2020-03,2198,21.88,1110000,179657903,2019-06-10 19:58:12+00:00
ITLvyb41lDA,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Bloodlines and Lifelines [Full Episode] | Escape From the Bloodkeep Episode 5,2020-03-28 18:00:08+00:00,7030,771065,18517,1010,False,0.0253247132213237,117.2,60_to_120,2020,2020-03,2199,350.64,1110000,179657903,2019-06-10 19:58:12+00:00
ZuKmiMtj_Zo,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Why Gilear Is Integral to Fantasy High (Fireside Chat Clip),2020-03-26 18:29:46+00:00,482,978718,29017,712,False,0.0303754503340083,8.0,under_60,2020,2020-03,2201,444.67,1110000,179657903,2019-06-10 19:58:12+00:00
XCcgJbGf3es,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Airship Ambush [Full Episode] | Escape From the Bloodkeep Episode 4,2020-03-21 18:00:07+00:00,9717,1176105,20313,1237,False,0.0183231939325145,162.0,120_to_180,2020,2020-03,2206,533.14,1110000,179657903,2019-06-10 19:58:12+00:00
AtltzStm1bo,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,The Caged Elf and the Crown [Full Episode] | Escape From the Bloodkeep Episode 3,2020-03-14 18:00:04+00:00,7627,1118958,23041,1155,False,0.021623689182257,127.1,120_to_180,2020,2020-03,2213,505.63,1110000,179657903,2019-06-10 19:58:12+00:00
QU45vh8K6_c,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Volcano of Violence [Full Episode] | Escape From the Bloodkeep Episode 2,2020-03-07 19:00:08+00:00,7977,1416422,28853,1438,False,0.0213855757676737,133.0,120_to_180,2020,2020-03,2220,638.03,1110000,179657903,2019-06-10 19:58:12+00:00
GiEQO77PV9Q,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Welcome to the Dark Side [Full Episode] | Escape From the Bloodkeep Episode 1,2020-02-29 19:00:01+00:00,7636,3074350,60228,2836,False,0.0205129539577471,127.3,120_to_180,2020,2020-02,2227,1380.49,1110000,179657903,2019-06-10 19:58:12+00:00
QDap5gIPHZw,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,"Hilda Hilda, Who Lives at 22 Hilda Street and 22 Hilda Boulevard",2020-02-08 18:00:04+00:00,334,792264,25057,497,False,0.0322544000484686,5.6,under_60,2020,2020-02,2248,352.43,1110000,179657903,2019-06-10 19:58:12+00:00
l-y98OYaXu8,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Big Little Crimes (Ep. 1) | Tiny Heist (ft. the McElroys),2020-01-15 18:30:05+00:00,7841,1126128,24045,1475,False,0.0226617222908941,130.7,120_to_180,2020,2020-01,2272,495.65,1110000,179657903,2019-06-10 19:58:12+00:00
h92NSa3I9rg,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Start This Video at 11:50PM and You Can Celebrate New Years In the Unsleeping City,2019-12-31 18:30:09+00:00,655,23261,1084,123,False,0.0518894286574094,10.9,under_60,2019,2019-12,2287,10.17,1110000,179657903,2019-06-10 19:58:12+00:00
1zQIIYDUdCw,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Havoc at the Hotel Cavalier (Part 2) | Fantasy High: Sophomore Year | Ep. 3,2019-12-25 18:30:00+00:00,4791,1073456,23771,1090,False,0.0231597755287594,79.8,60_to_120,2019,2019-12,2293,468.14,1110000,179657903,2019-06-10 19:58:12+00:00
0oXiFuPCU6k,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Meet the Cubbys,2019-12-23 18:30:51+00:00,363,989934,42461,1828,False,0.0447393462594476,6.0,under_60,2019,2019-12,2295,431.34,1110000,179657903,2019-06-10 19:58:12+00:00
r8FZ9Tac5M8,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Havoc at the Hotel Cavalier (Part 1) | Fantasy High: Sophomore Year | Ep. 3,2019-12-18 18:30:03+00:00,4594,1086859,25721,1428,False,0.0249793211446931,76.6,60_to_120,2019,2019-12,2300,472.55,1110000,179657903,2019-06-10 19:58:12+00:00
GC1Fwjb0mvM,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,How To Bring the Party Together (Adventuring Academy: Office Hours),2019-12-18 02:39:03+00:00,1981,221287,8159,265,False,0.0380682100620461,33.0,under_60,2019,2019-12,2301,96.17,1110000,179657903,2019-06-10 19:58:12+00:00
kjIorkzxF0s,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,How the Editors Make Dimension 20 Come To Life (Behind the Scenes),2019-12-14 18:30:03+00:00,406,45210,1719,62,False,0.0393939393939393,6.8,under_60,2019,2019-12,2304,19.62,1110000,179657903,2019-06-10 19:58:12+00:00
3o39rSn-K6o,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Mirror Madness (Part 2) | Fantasy High: Sophomore Year | Ep. 2,2019-12-11 18:30:01+00:00,4340,1117256,26421,1307,False,0.0248179468268686,72.3,60_to_120,2019,2019-12,2307,484.29,1110000,179657903,2019-06-10 19:58:12+00:00
I5rJSs8QxvY,UCC8zWIx8aBQme-x1nX9iZ0A,Dimension 20,large,Mirror Madness (Part 1) | Fantasy High: Sophomore Year | Ep. 2,2019-12-04 18:30:01+00:00,4332,1272083,28832,1366,False,0.0237390170295491,72.2,60_to_120,2019,2019-12,2314,549.73,1110000,179657903,2019-06-10 19:58:12+00:00
