video_id,channel_id,channel_name,tier,title,published_at,duration_sec,view_count,like_count,comment_count,comments_disabled,engagement_rate,duration_min,duration_bucket,publish_year,publish_month,days_since_publish,views_per_day
XBz2gf2Li1c,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Candela Obscura: Vassal & Veil | Episode 2 | Ravage of Red Lamp,2023-07-13 19:00:25+00:00,15502,688408,14695,739,False,0.022419844045972737,258.4,180_plus,2023,2023-07,997,690.48
h00_5Jtjmb8,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,A Very Special Six-Sided Dive | 4-Sided Dive | Episode 14: Discussing Up To C3E64,2023-07-12 19:00:31+00:00,8989,566063,14123,1040,False,0.02678677108378396,149.8,120_to_180,2023,2023-07,998,567.2
WSP-c1BMuAU,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Garage Sale | Season 1 Episode 16,2023-07-12 17:00:29+00:00,782,41959,2342,135,False,0.05903381872780571,13.0,under_60,2023,2023-07,998,42.04
voL2H0vLPm4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Reunited | Critical Role | Campaign 3, Episode 64",2023-07-10 19:00:23+00:00,15381,1507628,29940,1954,False,0.021155086002647868,256.4,180_plus,2023,2023-07,1000,1507.63
ppnvtwH93a0,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Accounting | Season 1 Episode 15,2023-07-05 17:00:27+00:00,1335,49552,2641,127,False,0.05586051017113335,22.2,under_60,2023,2023-07,1005,49.31
qSRWYaOCKsA,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Remains | Season 1 Episode 14,2023-06-28 17:00:26+00:00,1073,51801,2664,104,False,0.05343526186753152,17.9,under_60,2023,2023-06,1012,51.19
2h6W3XmAgG0,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"A Haunted Past | Critical Role | Campaign 3, Episode 63",2023-06-26 19:00:03+00:00,14726,1343810,27894,2303,False,0.02247118268207559,245.4,180_plus,2023,2023-06,1014,1325.26
CXdMnAoflnA,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Loose End | Season 1 Episode 13,2023-06-21 17:00:09+00:00,1513,55715,2871,108,False,0.05346854527506058,25.2,under_60,2023,2023-06,1019,54.68
5d76B2G57xM,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"A Long Walk of Reflection | Critical Role | Campaign 3, Episode 62",2023-06-19 19:00:02+00:00,13425,1593927,25557,1753,False,0.01713378341668094,223.8,180_plus,2023,2023-06,1021,1561.14
ufDt_VbvEak,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Coda | Season 1 Episode 12,2023-06-14 17:00:37+00:00,1083,57959,3119,256,False,0.058230818337100365,18.0,under_60,2023,2023-06,1026,56.49
ijHmbdl3uYw,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Crisis of Faith | Critical Role | Campaign 3, Episode 61",2023-06-12 19:00:15+00:00,17577,1646262,27020,2267,False,0.017789999404712008,293.0,180_plus,2023,2023-06,1028,1601.42
V5uaLTXnGP0,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Candela Obscura: Vassal & Veil | Episode 1 | The Cold Embrace,2023-06-08 19:00:22+00:00,13057,1823893,39463,1772,False,0.022608234145314446,217.6,180_plus,2023,2023-06,1032,1767.34
euT_Rzl2VkA,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Wrong Distance Relationships | 4-Sided Dive | Episode 13: Discussing Up To C3E60,2023-06-07 19:00:22+00:00,8859,467775,10791,778,False,0.024731975843086954,147.6,120_to_180,2023,2023-06,1033,452.83
8_lOZW6Zy6c,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Descent | Season 1 Episode 11,2023-06-07 17:00:03+00:00,1132,52593,2743,113,False,0.054303804688836915,18.9,under_60,2023,2023-06,1033,50.91
nEQH5tYMFxk,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Faith or Famine | Critical Role | Campaign 3, Episode 60",2023-06-05 19:00:30+00:00,15199,1685233,27615,1830,False,0.01747236138860324,253.3,180_plus,2023,2023-06,1035,1628.24
8SbKt0jcX-I,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Legend of Zelda One-Shot | Lookout, Here We Come!",2023-06-01 19:00:02+00:00,18302,1003292,26807,1389,False,0.028103483332868197,305.0,180_plus,2023,2023-06,1039,965.63
DP_r9fwcZa4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Trust | Season 1 Episode 10,2023-05-31 17:00:07+00:00,1073,59298,2991,189,False,0.05362744106040676,17.9,under_60,2023,2023-05,1040,57.02
lj3esbC29bE,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,How To Play: Candela Obscura (Critical Role's New RPG),2023-05-25 16:00:34+00:00,371,467637,19921,1405,False,0.04560374820640796,6.2,under_60,2023,2023-05,1046,447.07
PEa_jPgtKhc,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Convert | Season 1 Episode 9,2023-05-24 17:00:19+00:00,1593,67264,3021,112,False,0.04657766412940057,26.6,under_60,2023,2023-05,1047,64.24
22phdGcSO6k,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Somewhere Out There | Critical Role | Campaign 3, Episode 59",2023-05-22 19:00:02+00:00,15012,1679785,31084,2548,False,0.020021609908410898,250.2,180_plus,2023,2023-05,1049,1601.32
NL4txBqjKhE,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Wildemount Things | 4-Sided Dive | Episode 12: Discussing Up To C3E58,2023-05-17 19:00:10+00:00,6300,374531,10376,574,False,0.02923656519754039,105.0,60_to_120,2023,2023-05,1054,355.34
lT93cfN_XEI,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Gala | Season 1 Episode 8,2023-05-17 17:00:29+00:00,1961,69741,3220,136,False,0.04812090448946817,32.7,under_60,2023,2023-05,1054,66.17
w0Z2GDuHaog,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Escape From The Past | Critical Role | Campaign 3, Episode 58",2023-05-15 19:00:31+00:00,14662,1486932,29093,1821,False,0.020790459819278892,244.4,180_plus,2023,2023-05,1056,1408.08
srZcixGDLpE,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Scry | Season 1 Episode 7,2023-05-10 17:00:37+00:00,1309,73044,3450,121,False,0.04888834127375281,21.8,under_60,2023,2023-05,1061,68.84
T5k_BurVhOE,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Sorrow of Molaesmyr | Critical Role | Campaign 3, Episode 57",2023-05-08 19:00:17+00:00,13053,1604241,27068,1554,False,0.017841458982783758,217.6,180_plus,2023,2023-05,1063,1509.16
hYXNLM_h2T4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Zero | Season 1 Episode 6,2023-05-03 17:00:20+00:00,1323,78509,3648,136,False,0.04819829573679451,22.0,under_60,2023,2023-05,1068,73.51
fOi8DFziIPo,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Missions | Season 1 Episode 5,2023-04-26 17:00:34+00:00,1923,107275,4277,176,False,0.04151013749708692,32.0,under_60,2023,2023-04,1075,99.79
NLR-MQZYXIs,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"By Goat or By Boat | Critical Role | Campaign 3, Episode 56",2023-04-24 19:00:08+00:00,15039,1664377,29022,2079,False,0.0186862711993737,250.6,180_plus,2023,2023-04,1077,1545.38
_Ynl9weMWb8,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,State of the Press | Darrington Press 2023 Announcements,2023-04-20 16:00:17+00:00,477,333070,19014,758,False,0.05936289668838382,8.0,under_60,2023,2023-04,1081,308.11
epZ6NGJemik,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Fold | Season 1 Episode 4,2023-04-19 17:00:31+00:00,1284,107841,4641,131,False,0.04425033150656986,21.4,under_60,2023,2023-04,1082,99.67
LduZQAaJq4c,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Hope Within History | Critical Role | Campaign 3, Episode 55",2023-04-17 19:00:12+00:00,12916,1660485,29098,2009,False,0.018733683231104165,215.3,180_plus,2023,2023-04,1084,1531.81
Ax0VXWxCCcQ,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Creator Clash 2: Marisha Ray,2023-04-15 22:01:43+00:00,755,586064,25391,1158,False,0.0453005132545251,12.6,under_60,2023,2023-04,1086,539.65
eOm3MH7Qa60,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Mica | Season 1 Episode 3,2023-04-13 17:00:31+00:00,1495,125557,5602,198,False,0.04619415882826127,24.9,under_60,2023,2023-04,1088,115.4
wXk_oRTVcHM,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Secrets | Season 1 Episode 2,2023-04-12 17:00:29+00:00,1490,170475,7493,333,False,0.04590702449039449,24.8,under_60,2023,2023-04,1089,156.54
4aDnSc9pcKI,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,MIDST | Unrise | Season 1 Episode 1,2023-04-11 17:00:05+00:00,942,485601,18369,894,False,0.03966836971093552,15.7,under_60,2023,2023-04,1090,445.51
smuccdNGyQc,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Treacherous Toys | Critical Role | Campaign 3, Episode 54",2023-04-10 19:00:20+00:00,15514,1718402,31171,1883,False,0.019235312808062375,258.6,180_plus,2023,2023-04,1091,1575.07
SktTMO4dFJc,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Ripples | Critical Role | Campaign 3, Episode 53",2023-03-27 19:00:18+00:00,14566,1734248,30779,1798,False,0.01878451063515714,242.8,180_plus,2023,2023-03,1105,1569.46
Jo66UUVhE2w,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Previously On…| 4-Sided Dive | Episode 11: Discussing Up To C3E52,2023-03-22 19:00:06+00:00,9149,532119,12735,968,False,0.02575175853521487,152.5,120_to_180,2023,2023-03,1110,479.39
SbQku4wzMk8,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Far From The Others | Critical Role | Campaign 3, Episode 52",2023-03-20 19:00:11+00:00,13716,2103600,33226,2315,False,0.01689532230462065,228.6,180_plus,2023,2023-03,1112,1891.73
SQIrVHIyPnw,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Exandria: An Intimate Appendix | Ruidus and the Gods,2023-03-16 17:00:15+00:00,327,298810,18779,972,False,0.0660988588065995,5.4,under_60,2023,2023-03,1116,267.75
i7GjrGmq_l4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Apogee Solstice | Critical Role | Campaign 3, Episode 51",2023-03-13 19:21:46+00:00,16625,1896111,37442,3387,False,0.02153302206463651,277.1,180_plus,2023,2023-03,1119,1694.47
xxvAWGNgq3w,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Red Moon Rising | Critical Role | Campaign 3, Episode 50",2023-03-06 20:00:20+00:00,13903,1930910,32636,1812,False,0.017840292918882807,231.7,180_plus,2023,2023-03,1126,1714.84
0_NVdZp8haA,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Aurora Grows | Critical Role | Campaign 3, Episode 49",2023-02-20 20:00:01+00:00,18106,2203811,33643,2744,False,0.01651094399655869,301.8,180_plus,2023,2023-02,1140,1933.17
ORUD8YqDp5E,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Legend of Vox Machina Season 2, Episodes 10-12 Q&A",2023-02-16 18:00:09+00:00,4458,181736,6051,389,False,0.035436017079720036,74.3,60_to_120,2023,2023-02,1144,158.86
wQGk9ZUIOUU,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"An Exit Most Fraught | Critical Role | Campaign 3, Episode 48",2023-02-13 20:00:31+00:00,14130,2339827,33450,1617,False,0.014987005449548193,235.5,180_plus,2023,2023-02,1147,2039.95
h-Df3BQ3FmM,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Legend of Vox Machina Season 2, Episodes 7-9 Q&A",2023-02-09 18:00:14+00:00,4091,211699,6973,515,False,0.0353709748274673,68.2,60_to_120,2023,2023-02,1151,183.93
yGzf-LmpWz8,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Fey Key | Critical Role | Campaign 3, Episode 47",2023-02-06 20:00:17+00:00,15621,2021696,31755,1749,False,0.01657222450853145,260.4,180_plus,2023,2023-02,1154,1751.9
2DWZO-J4zps,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Legend of Vox Machina Season 2, Episodes 4-6 Q&A",2023-02-02 18:00:03+00:00,3444,213509,6725,407,False,0.03340374410446398,57.4,under_60,2023,2023-02,1158,184.38
1knIHqLqThk,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Night at the Ligament Manor | Critical Role | Campaign 3, Episode 46",2023-01-30 20:00:00+00:00,15527,2117285,33835,2055,False,0.016950953697778052,258.8,180_plus,2023,2023-01,1161,1823.67
1A2JVqUt1T8,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Legend of Vox Machina Season 2, Episodes 1-3 Q&A",2023-01-26 18:00:00+00:00,3855,288324,9398,643,False,0.034825404752986226,64.2,60_to_120,2023,2023-01,1165,247.49
IZ39H9H_y5Q,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,#EverythingIsContent - Persona 3 Portable,2023-01-25 18:00:09+00:00,5301,111916,3672,250,False,0.03504414024804318,88.4,60_to_120,2023,2023-01,1166,95.98
7t2NJJjy8r8,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Ominous Lectures | Critical Role | Campaign 3, Episode 45",2023-01-16 20:00:02+00:00,12903,1972892,35310,2309,False,0.019067946953000976,215.0,180_plus,2023,2023-01,1175,1679.06
nqXmeYBqF1c,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Bawdy Basement Belligerence | Critical Role | Campaign 3, Episode 44",2023-01-09 20:00:21+00:00,13998,2140494,34739,2638,False,0.017461856935828832,233.3,180_plus,2023,2023-01,1182,1810.91
7gRiV02TWww,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,To Be Continued! | 4-Sided Dive | Episode 10: Discussing Up To C3E43 & M9 Reunited,2023-01-04 20:00:02+00:00,6438,459443,12644,873,False,0.029420406883987785,107.3,60_to_120,2023,2023-01,1187,387.06
cGhVgjYSpIE,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Axiom Shaken | Critical Role | Campaign 3, Episode 43",2022-12-26 20:00:16+00:00,15277,2161752,36221,1868,False,0.01761950492008334,254.6,180_plus,2022,2022-12,1196,1807.48
1OHsbXHMUs4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The City of Flowing Light | Critical Role | Campaign 3, Episode 42",2022-12-19 20:00:00+00:00,14010,2365866,37585,1981,False,0.016723685956854698,233.5,180_plus,2022,2022-12,1203,1966.64
NxtC8_zwg0U,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Call of the Wild | Critical Role | Campaign 3, Episode 41",2022-12-12 20:00:06+00:00,14969,2132040,36882,2098,False,0.018282959043920376,249.5,180_plus,2022,2022-12,1210,1762.02
9H1_s8eTi6M,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,That's Just Right | 4-Sided Dive | Episode 9: Discussing Up To C3E40 & The Mighty Nein Reunited,2022-12-07 20:00:03+00:00,7995,517363,13727,986,False,0.02843844650661141,133.2,120_to_180,2022,2022-12,1215,425.81
c5NsUbMoXxw,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,The Mighty Nein Reunited: Part 2 | Uk'otoa Unleashed,2022-12-05 20:00:18+00:00,19179,1653674,32259,2357,False,0.020932783607893697,319.6,180_plus,2022,2022-12,1217,1358.81
XhkjjN7M0hk,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,The Mighty Nein Reunited Part 1 | Unfinished Business,2022-11-21 19:00:27+00:00,16271,2358627,42072,2954,False,0.019089919686325986,271.2,180_plus,2022,2022-11,1231,1916.03
54lMQNp_HlE,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Compulsions | Critical Role | Campaign 3, Episode 40",2022-11-14 20:00:01+00:00,14097,2333871,36640,2157,False,0.016623455195252865,235.0,180_plus,2022,2022-11,1238,1885.19
DUk3A5DvLFI,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Generation Nord One-Shot,2022-11-10 18:00:06+00:00,13957,677403,15837,1189,False,0.025134225859643373,232.6,180_plus,2022,2022-11,1242,545.41
WCLH6uLaH7c,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Momentum of Murder | Critical Role | Campaign 3, Episode 39",2022-11-07 20:00:10+00:00,12673,1987236,36422,2196,False,0.019433021543490556,211.2,180_plus,2022,2022-11,1245,1596.17
QcRUFOf_zqM,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Why Are You Like This?! | 4-Sided Dive | Episode 8: Discussing Up To C3E38,2022-11-02 19:00:19+00:00,6842,530788,15365,1290,False,0.031377875912793805,114.0,60_to_120,2022,2022-11,1250,424.63
U5mkmw46m4U,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"A Dark Balance | Critical Role | Campaign 3, Episode 38",2022-10-24 19:00:10+00:00,15590,2216015,41239,3441,False,0.020162318395859233,259.8,180_plus,2022,2022-10,1259,1760.14
bWHYmDFR84I,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"From the Boughs | Critical Role | Campaign 3, Episode 37",2022-10-17 19:00:13+00:00,15018,2071533,41888,2403,False,0.021380784182535348,250.3,180_plus,2022,2022-10,1266,1636.28
PZF5Mc1mjsk,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"A Desperate Call | Critical Role | Campaign 3, Episode 36",2022-10-10 19:00:19+00:00,15368,2173039,40706,2727,False,0.01998721606008912,256.1,180_plus,2022,2022-10,1273,1707.02
2eYIwQuZTYQ,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Fun Scary | 4-Sided Dive | Episode 7: Discussing Up To C3E35,2022-10-05 19:00:03+00:00,7640,676358,19062,1421,False,0.030284257745158628,127.3,120_to_180,2022,2022-10,1278,529.23
KrOolIMi7PM,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Pyrrhic Return | Critical Role | Campaign 3, Episode 35",2022-09-26 19:00:06+00:00,16531,2430315,41388,3064,False,0.018290633107230957,275.5,180_plus,2022,2022-09,1287,1888.36
7A_sFLk6MAU,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"What Dreams May Come | Critical Role | Campaign 3, Episode 34",2022-09-19 19:00:03+00:00,13231,2268943,42166,4884,False,0.02073652797800562,220.5,180_plus,2022,2022-09,1294,1753.43
7INGKNNmJf8,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Blood and Dust | Critical Role | Campaign 3, Episode 33",2022-09-12 19:00:07+00:00,14182,2398130,46822,6346,False,0.022170607932013694,236.4,180_plus,2022,2022-09,1301,1843.3
FVOBnV8JPNQ,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Liam Laudna-Hands | 4-Sided Dive | Episode 6: Discussing Up To C3E32,2022-09-07 19:00:05+00:00,6693,526153,14711,1410,False,0.030639376759231632,111.6,60_to_120,2022,2022-09,1306,402.87
dsoFNm3AFNw,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"A Stage Set | Critical Role | Campaign 3, Episode 32",2022-09-05 19:00:12+00:00,16470,2545323,41334,2319,False,0.017150279159069397,274.5,180_plus,2022,2022-09,1308,1945.97
z7DgP8sgM1A,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Breaking Point | Critical Role | Campaign 3, Episode 31",2022-08-22 19:00:27+00:00,13962,2547674,45300,3683,False,0.019226557243980195,232.7,180_plus,2022,2022-08,1322,1927.14
wSx79hobKkk,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Reunion & Revelation | Critical Role | Campaign 3, Episode 30",2022-08-15 19:00:23+00:00,13046,2441463,40560,2697,False,0.017717655356644765,217.4,180_plus,2022,2022-08,1329,1837.07
sB7XIlN0kWU,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,From Dusk Till Faun | 4-Sided Dive | Episode 5: Discussing Up To C3E29,2022-08-10 19:00:31+00:00,7238,542875,15495,1136,False,0.03063504489983882,120.6,120_to_180,2022,2022-08,1334,406.95
Qu44OYKzNI4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Dark Portents | Critical Role | Campaign 3, Episode 29",2022-08-08 19:00:20+00:00,13008,2262461,41260,3094,False,0.01960431583130052,216.8,180_plus,2022,2022-08,1336,1693.46
2vxLX-xWcuY,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Weird Magic | Crit Recap Animated | Campaign 2, Episodes 113-141",2022-08-03 17:00:04+00:00,468,327988,17903,971,False,0.05754478822395941,7.8,under_60,2022,2022-08,1341,244.58
yRU8xpnePOU,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,San Diego Comic-Con 2022 - Critical Role Q&A Panel,2022-07-28 17:00:39+00:00,3536,472932,17996,1263,False,0.04072255630830648,58.9,under_60,2022,2022-07,1347,351.1
x_fsXdtsnOc,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Deathwish Run | Critical Role | Campaign 3, Episode 28",2022-07-25 19:00:33+00:00,16083,2349391,43615,3946,False,0.02024396960744295,268.0,180_plus,2022,2022-07,1350,1740.29
AG_niTgmRfY,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"A Race for the Prize | Critical Role | Campaign 3, Episode 27",2022-07-18 19:00:04+00:00,14476,2419155,40899,4347,False,0.018703224886375616,241.3,180_plus,2022,2022-07,1357,1782.72
EYK4_eRSSb4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Exandria Unlimited: Calamity Wrap-Up,2022-07-13 19:00:05+00:00,6618,2083436,45079,2378,False,0.02277823748845657,110.3,60_to_120,2022,2022-07,1362,1529.69
UOWp-b9aoWQ,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Hidden Truths | Critical Role | Campaign 3, Episode 26",2022-07-11 19:00:11+00:00,15025,2632781,43258,3102,False,0.017608756672127305,250.4,180_plus,2022,2022-07,1364,1930.19
3ITwciDqgy4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Independent Witches | 4-Sided Dive | Episode 4: Discussing Up To C3E24 & Calamity,2022-07-06 19:00:02+00:00,7705,636504,17036,1254,False,0.02873509043148197,128.4,120_to_180,2022,2022-07,1369,464.94
J7nGbnHRwNA,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"A Taste of Tal'Dorei | Critical Role | Campaign 3, Episode 25",2022-07-04 19:00:12+00:00,15825,2967568,45646,3198,False,0.016459269004113805,263.8,180_plus,2022,2022-07,1371,2164.53
LmZSWKPXhZ4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Game Masters of Exandria Roundtable,2022-06-29 17:00:21+00:00,6632,3178175,82238,4384,False,0.027255264420618753,110.5,60_to_120,2022,2022-06,1376,2309.72
dDQTNGvRH4Q,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,A Familiar Problem: Sprinkle’s Incredible Journey!,2022-06-25 14:00:16+00:00,13746,840661,21016,2056,False,0.027445070010384685,229.1,180_plus,2022,2022-06,1380,609.17
CrtoyB2fcMI,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Fire and Ruin | Exandria Unlimited: Calamity | Episode 4,2022-06-20 19:00:04+00:00,22054,3187466,67500,8340,False,0.023793194970550276,367.6,180_plus,2022,2022-06,1385,2301.42
YNTP_CckXrM,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Blood and Shadow | Exandria Unlimited: Calamity | Episode 3,2022-06-13 19:00:10+00:00,19297,3078553,52568,4550,False,0.018553521735698558,321.6,180_plus,2022,2022-06,1392,2211.6
k2OymRmBCkE,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Fly Into The Danger Zone | 4-Sided Dive | Episode 3: Discussing Up To C3E24,2022-06-08 19:00:12+00:00,6159,648273,17577,1082,False,0.02878262707223654,102.6,60_to_120,2022,2022-06,1397,464.05
cLhXA_Hl6LM,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Bitterness and Dread | Exandria Unlimited: Calamity | Episode 2,2022-06-06 19:00:11+00:00,16677,3524288,58547,4333,False,0.017841901683403855,278.0,180_plus,2022,2022-06,1399,2519.15
KlIkkeWmVvA,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Excelsior | Exandria Unlimited: Calamity | Episode 1,2022-05-30 19:00:09+00:00,15047,6192018,116587,7250,False,0.01999945736591851,250.8,180_plus,2022,2022-05,1406,4404.0
z1wNcUDnoBk,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"The Hellcatch Valley | Critical Role | Campaign 3, Episode 24",2022-05-23 19:00:17+00:00,14134,3091370,45986,2955,False,0.015831492186312218,235.6,180_plus,2022,2022-05,1413,2187.81
rWZMRdLGBu0,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"To The Skies | Critical Role | Campaign 3, Episode 23",2022-05-16 19:00:13+00:00,15293,2920805,49701,3616,False,0.018254214163561072,254.9,180_plus,2022,2022-05,1420,2056.9
_BfMZwPg4iM,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Promise and Potential | Critical Role | Campaign 3, Episode 22",2022-05-09 19:00:13+00:00,15666,3144281,49396,2858,False,0.0166187436809878,261.1,180_plus,2022,2022-05,1427,2203.42
y7E88AU9r5I,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Party of NPCs | 4-Sided Dive | Episode 2: Discussing Up to C3E21,2022-05-04 19:00:15+00:00,6434,698660,20767,1566,False,0.03196547676981651,107.2,60_to_120,2022,2022-05,1432,487.89
FdqcUTNHwyo,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,Dignity: An Adventure with Stephen Colbert by Critical Role Foundation to Benefit Red Nose Day,2022-04-29 16:00:09+00:00,5076,1315210,39783,2227,False,0.03194166711019533,84.6,60_to_120,2022,2022-04,1437,915.25
4fK2wdBGCYo,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Fight at the Museum… | Critical Role | Campaign 3, Episode 21",2022-04-25 19:00:02+00:00,13664,2827381,47937,2690,False,0.017905970224741555,227.7,180_plus,2022,2022-04,1441,1962.1
X9Bc-uuxCm4,UCpXBGqwsBkpvcYjsJBQ7LEQ,Critical Role,large,"Breaking and Entering... | Critical Role | Campaign 3, Episode 20",2022-04-18 19:00:19+00:00,12978,2914172,46114,2137,False,0.016557361748036833,216.3,180_plus,2022,2022-04,1448,2012.55
